RECIPEID,VER,TREADCODE,RELEASE_TIME,HISTORY_PDATE,USERNAME,COMMENTS,RELEASED,RESYNCED,STATFLAG,BAFFACTOR,PMDFACTOR,BAFFACTOR_TG,PMDFACTOR_TG,PRIMARYLIMITSETID,CPKLIMITSETID,AUDITLIMITSETID,ART10,VAR,DESCRIPTION,TIRESIZE,TRADE_NAME,CUSTOMERCODE,PASSQC,CUSTOMERDESC,BRAND,PLY,PLYMAT,TGROUP,TSUBGROUP,WEIGHT,WIDTH,AR,RD,LI,SS,LR,SSR,LOAD,RW,INFLATION,CONBIAS,STBT_CW,STBT_CCW,UPDATE_LIMIT,LSID_T1,LSID_T2,LSID_T3,RFPP_T1,RFPP_T2,RFPP_T3,RFH1_T1,RFH1_T2,RFH1_T3,RFH2_T1,RFH2_T2,RFH2_T3,LFPP_T1,LFPP_T2,LFPP_T3,LFH1_T1,LFH1_T2,LFH1_T3,LFH2_T1,LFH2_T2,LFH2_T3,CONU_T1,CONU_T2,CONU_T3,CONL_T1,CONL_T2,CONL_T3,CONP_T1,CONP_T2,CONP_T3,CONN_T1,CONN_T2,CONN_T3,PLYU_T1,PLYU_T2,PLYU_T3,PLYL_T1,PLYL_T2,PLYL_T3,TG_RIMWIDTH,TG_BEATSEATWIDTH,TG_POPINFL,TG_POPINFLDWELLTIME,TG_INFL,TG_INFL2,TG_BUL_STBT,TG_TRACKS,RROM_T1,RROM_T2,RROM_T3,RROH1_T1,RROH1_T2,RROH1_T3,RROH2_T1,RROH2_T2,RROH2_T3,LROM_T1,LROM_T2,LROM_T3,LROH1_T1,LROH1_T2,LROH1_T3,BULS_T1,BULS_T2,BULS_T3,DEPS_T1,DEPS_T2,DEPS_T3,TB_RIMWIDTH,TB_ADAPTERRW,TB_SEALRW,TB_INFL,TB_POPINFL,TB_POPINFLDWELLTIME,TB_PREFSTATLIMIT,TB_WEIGHT,WPS_PROVIDEDWEIGHT,TBALW_T1,TBALW_T2,TBALW_T3,BBALW_T1,BBALW_T2,BBALW_T3,SBALW_T1,SBALW_T2,SBALW_T3,SBALPC_T1,SBALPC_T2,SBALPC_T3,SBAL_T1,SBAL_T2,SBAL_T3,DESCRIPTION2
185215,32,:AOGP,28/Feb/2026 11:41:42,,kun huang,,1,1,1,7,,,,15456,15456,15456,0313145000,0,235/55 R 20 V EcoContact 6,235/55 R 20,EcoContact 6 ,000,3,Replacement,C,2,POLYESTER,01,001,12425,235.00 mm,55,20,102,V,,0,6300,7.50,200000,,3,2,28/Feb/2026 11:23:50,432885,432886,432887,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,300000,2,1,,0,80,80,90,80,80,90,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/55 R 20 V EcoContact 6
186936,26,:AOGP,28/Feb/2026 12:10:34,,kun huang,,1,1,5,7,,7,,246701,246701,246701,0313145072,0,235/55 R 20 V EcoContact 6,235/55 R 20,EcoContact 6 ,072,2,Great Wall ,C,2,POLYESTER,01,001,12425,235.00 mm,55,20,102,V,,0,6300,7.50,200000,,3,3,28/Feb/2026 12:08:08,440698,440699,440700,120,120,145,85,85,105,9960,9970,9980,80,80,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,0,0,-75,0,0,-75,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1.1,1.1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.6,0.6,0.8,0.6,0.6,0.9,7.500015,,7.500015,200000,400000,2,3,,0,50,50,100,50,50,100,43.1,43.1,63.1,996,997,998,0.2,0.2,0.2,235/55 R 20 V EcoContact 6
187434,33,:AORP,06/Mar/2026 23:49:07,,lib39,,1,1,5,7,,,,15456,15456,15456,0313210000,0,265/40 R 21 V PremiumContact C,265/40 R 21,PremiumContact C ,000,3,Replacement,C,2,POLYESTER,01,001,14242,265.00 mm,40,21,105,V,,0,5600,9.50,200000,,3,2,06/Mar/2026 23:48:59,443446,443447,443448,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.500019,,9.000018,200000,300000,3,0,,0,80,80,90,80,80,90,996,997,998,996,997,998,9.8,9.8,9.8,265/40 R 21 V PremiumContact C
186937,29,:AORP,28/Feb/2026 12:10:34,,kun huang,,1,1,5,7,,7,,126796,126796,126796,0313210067,0,265/40 R 21 V PremiumContact C,265/40 R 21,PremiumContact C ,067,2,SAIC,C,2,POLYESTER,01,001,14242,265.00 mm,40,21,105,V,,0,6350,9.00,200000,,3,3,28/Feb/2026 12:08:08,440702,440703,440704,95,95,125,60,60,90,0,0,0,65,65,80,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.8,0.8,1,0.8,0.8,1.4,9.000018,,8.500017,210000,400000,2,3,,0,45,45,90,45,45,90,63.9,63.9,83.9,996,997,998,0.2,0.2,0.3,265/40 R 21 V PremiumContact C
185217,38,:OORP,28/Feb/2026 11:41:43,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313211000,0,235/45 R 21 V PremiumContact C,235/45 R 21,PremiumContact C ,000,3,Replacement,C,2,POLYESTER,01,001,13165,235.00 mm,45,21,101,V,,0,5000,8.00,200000,,3,2,28/Feb/2026 11:23:50,432893,432894,432895,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,400.0008,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,1,,0,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/45 R 21 V PremiumContact C
186938,32,:OORP,28/Feb/2026 12:10:34,,kun huang,,1,1,1,7,,,,126796,126796,126796,0313211067,0,235/45 R 21 V PremiumContact C,235/45 R 21,PremiumContact C ,067,2,SAIC,C,2,POLYESTER,01,001,13165,235.00 mm,45,21,101,V,,0,5660,7.50,200000,0,2,3,28/Feb/2026 12:08:08,440706,440707,440708,95,95,125,60,60,90,0,0,0,65,80,80,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.8,0.8,1,0.8,0.8,1.4,7.500015,,7.500015,210000,400000,2,3,,0,45,45,90,45,45,90,60.1,60.1,80.1,996,997,998,0.2,0.2,0.3,235/45 R 21 V PremiumContact C
186939,14,L:LG,28/Feb/2026 12:10:35,,kun huang,,1,1,1,7,,,,89546,89546,89546,0313218087,0,225/45 R 18 V UltraContact UC6,225/45 R 18,UltraContact UC6 ,087,2,Geely,C,0,,01,001,10127,225.00 MM,45,18,95,V,,0,4000,7.50,200000,,3,3,28/Feb/2026 12:08:08,440710,440711,440712,80,80,125,60,60,95,30,30,70,65,65,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,0.7,0.7,1.3,0,0,0,0,0,0,0.9,0.9,1.5,1,1,1.3,0.6,0.6,1.3,0.6,0.6,1.3,7.500015,,7.500015,200000,400000,1,1,,0,40,40,80,40,40,80,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,225/45 R 18 V UltraContact UC6
185218,43,:RPRG,28/Feb/2026 11:41:44,,kun huang,,1,1,1,7,,,,15456,15456,15456,0313223000,0,265/40 R 22 V EcoContact 6 Q,HL265/40 R 22,EcoContact 6 Q ,000,3,Replacement,C,2,POLYESTER,01,001,15155,265.00 mm,40,22,109,V,,0,6300,9.50,200000,,3,2,28/Feb/2026 11:23:50,432909,432910,432911,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.500019,,9.000018,200000,300000,3,1,,0,80,80,90,80,80,90,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,265/40 R 22 V EcoContact 6 Q
188396,41,:RPRG,16/Jun/2026 16:56:11,,huqi,,1,1,1,7,,,,201620,201620,201620,0313223037,0,265/40 R 22 V EcoContact 6 Q,HL265/40 R 22,EcoContact 6 Q ,037,2,NIO(Next EV-China),C,2,POLYESTER,01,001,15162,265.00 mm,40,22,109,V,,0,6300,9.00,200000,0,2,3,16/Jun/2026 16:56:07,448208,448209,448210,100,100,135,65,65,95,50,50,9980,70,70,80,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9990,9990,9990,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.8,0.8,2,0.8,0.8,1.4,9.000018,,9.000018,200000,300000,2,1,148.9630676,1,60,60,90,60,60,90,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,265/40 R 22 V EcoContact 6 Q
185219,27,:WPGW,28/Feb/2026 11:41:44,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313224000,0,255/50 R 20 V EcoContact 6 i,255/50 R 20,EcoContact 6 i ,000,3,Replacement,C,2,POLYESTER,01,001,13881,255.00 mm,50,20,109,V,,0,6300,8.00,200000,,3,2,28/Feb/2026 11:23:50,432913,432914,432915,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,1,,0,80,80,90,80,80,90,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/50 R 20 V EcoContact 6 i
188397,21,:WPGW,16/Jun/2026 16:56:51,,huqi,,1,1,1,7,,,,201620,201620,201620,0313224037,0,255/50 R 20 V EcoContact 6 i,255/50 R 20,EcoContact 6 i ,037,2,NIO(Next EV-China),C,2,POLYESTER,01,001,13881,255.00 mm,50,20,109,V,,0,6300,7.50,200000,,4,4,16/Jun/2026 16:56:41,448212,448213,448214,100,100,125,65,65,95,50,50,9980,70,70,80,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9990,9990,9990,1,1,1,,,400000,,400000,,,107,1,1,1.5,0,0,0,0,0,0,1.2,1.2,1.6,1,1,1.3,0.8,0.8,1,0.8,0.8,0.9,7.500015,,7.500015,200000,400000,2,1,136.3124845,1,60,60,100,60,60,100,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,255/50 R 20 V EcoContact 6 i
185220,30,:RPOW,28/Feb/2026 11:41:45,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313231000,0,245/45 R 19 Y UltraContact UC7,245/45 R 19,UltraContact UC7 ,000,3,Replacement,C,2,POLYESTER,01,001,11965,245.00 mm,45,19,102,Y,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,432917,432918,432919,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 19 Y UltraContact UC7
185221,7,:RPOW,28/Feb/2026 11:41:45,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313232000,0,245/45 R 19 Y UltraContact UC7,245/45 R 19,UltraContact UC7 ,000,3,Replacement,C,2,POLYESTER,01,001,12406,245.00 mm,45,19,102,Y,,,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,432921,432922,432923,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,1,1,,0,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 19 Y UltraContact UC7
186942,14,:WOPW,28/Feb/2026 12:10:37,,kun huang,,1,1,1,7,,,,126796,126796,126796,0313246067,0,245/45 R 20 W PremiumContact C,245/45 R 20,PremiumContact C ,067,2,SAIC,C,2,POLYESTER,01,001,11596,245.00 MM,45,20,99,W,,,5350,7.50,200000,0,2,3,28/Feb/2026 12:08:08,440731,440732,440733,95,95,125,60,60,90,0,0,0,65,65,65,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.8,0.8,1,0.8,0.8,1.4,7.500015,,7.500015,200000,400000,2,3,,0,45,45,90,45,45,90,59.6,59.6,79.6,996,997,998,0.2,0.2,0.3,245/45 R 20 W PremiumContact C
185222,31,:WOPW,28/Feb/2026 11:41:46,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313247000,0,245/45 R 20 W PremiumContact C,245/45 R 20,PremiumContact C ,000,3,Replacement,C,2,POLYESTER,01,001,11574,245.00 mm,45,20,99,W,,0,5000,8.00,200000,0,3,2,28/Feb/2026 11:23:50,432925,432926,432927,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,1,,,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 20 W PremiumContact C
186943,21,:WOPW,28/Feb/2026 12:10:37,,kun huang,,1,1,1,7,,,,126796,126796,126796,0313247067,0,245/45 R 20 W PremiumContact C,245/45 R 20,PremiumContact C ,067,2,SAIC,C,2,POLYESTER,01,001,11574,245.00 mm,45,20,99,W,,0,5350,7.50,200000,0,2,3,28/Feb/2026 12:08:08,440735,440736,440737,95,95,125,60,60,90,0,0,0,65,65,65,0,0,0,0,0,0,50,50,95,-50,-50,-95,0,0,0,0,0,0,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1.2,1.2,3,1,1,1.3,0.8,0.8,1,0.8,0.8,1.4,7.500015,,7.500015,210000,400000,2,3,,0,45,45,90,45,45,90,59.6,59.6,79.6,996,997,998,0.2,0.2,0.3,245/45 R 20 W PremiumContact C
185223,29,W:GOG,28/Feb/2026 11:41:46,,kun huang,,1,1,1,7,,,,7802,7802,7802,0313255000,0,235/55 R 19 V EcoContact 6,235/55 R 19,EcoContact 6 ,000,3,Replacement,C,2,POLYESTER,01,001,12820,235.00 mm,55,19,105,V,,0,5600,7.50,200000,0,3,2,28/Feb/2026 11:23:50,432929,432930,432931,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.000014,200000,300000,2,1,,,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,235/55 R 19 V EcoContact 6
186944,11,W:GOG,28/Feb/2026 12:10:38,,kun huang,,1,1,1,7,,,,126796,126796,126796,0313255028,0,235/55 R 19 V EcoContact 6,235/55 R 19,EcoContact 6 ,028,2,Maxus,C,2,POLYESTER,01,001,12820,235.00 mm,55,19,105,V,,0,6300,7.50,200000,0,2,3,28/Feb/2026 12:08:08,440739,440740,440741,110,110,125,70,70,95,0,0,0,100,100,115,70,70,85,0,0,0,50,50,95,-50,-50,-95,-50,-50,-75,-50,-50,-75,9980,9980,9980,1,1,1,,,400000,,400000,,,107,0.9,0.9,1.3,0,0,0,0,0,0,1.3,1.3,1.5,1,1,1.3,0.8,0.8,1.5,0.8,0.8,1.5,7.500015,,7.500015,200000,400000,2,3,,0,60,60,85,60,60,85,45.9,45.9,65.9,996,997,998,0.2,0.2,0.2,235/55 R 19 V EcoContact 6
185224,36,WAAW:,28/Feb/2026 11:41:47,,kun huang,,1,1,5,7,,7,,7802,7802,7802,0313256000,0,225/55 R 18 Y EcoContact 6 Q,225/55 R 18,EcoContact 6 Q ,000,3,Replacement,C,1,POLYESTER,01,001,11035,225.00 mm,55,18,102,Y,,0,5000,7.00,200000,0,3,2,28/Feb/2026 11:23:50,432933,432934,432935,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,2,1,,,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/55 R 18 Y EcoContact 6 Q
186945,22,WAAW:,28/Feb/2026 12:10:39,,kun huang,,1,1,5,7,,,,118014,118014,118014,0313256004,0,225/55 R 18 Y EcoContact 6 Q,225/55 R 18,EcoContact 6 Q ,004,2,BMW,C,1,POLYESTER,01,001,11035,225.00 mm,55,18,102,Y,,0,5000,7.50,200000,,2,3,28/Feb/2026 12:08:08,440743,440744,440745,100,100,125,60,60,80,35,35,55,65,65,70,0,0,0,0,0,0,42,42,95,-38,-38,-95,0,0,0,0,0,0,9960,9970,9980,1,1,1,,,400000,,400000,,,107,0.8,0.8,1.1,0,0,0,0,0,0,1,1,1.3,1,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,400000,1,1,,0,60,60,85,60,60,85,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,225/55 R 18 Y EcoContact 6 Q
187807,19,WAAW:,02/Apr/2026 14:56:13,,uig14886,,1,1,5,7,,,,33096,33096,33096,0313256010,0,225/55 R 18 Y EcoContact 6 Q,225/55 R 18,EcoContact 6 Q ,010,2,Daimler,C,1,POLYESTER,01,001,11035,225.00 mm,55,18,102,Y,,0,5000,7.50,200000,,2,3,02/Apr/2026 14:56:06,445139,445140,445141,100,100,125,60,60,80,35,35,55,65,65,70,0,0,0,0,0,0,42,42,95,-38,-38,-95,0,0,0,0,0,0,266,266,9980,166,166,1,,,400000,,400000,,,107,0.8,0.8,1.1,0,0,0,0,0,0,1,1,1.3,1,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,400000,1,1,107.8731892,0,60,60,85,60,60,85,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,225/55 R 18 Y EcoContact 6 Q
185225,33,L:OAG,28/Feb/2026 11:41:47,,kun huang,,1,1,5,7,,7,,7830,7830,7830,0313260000,0,225/45 R 17 W UltraContact UC6 SSR,225/45 R 17,UltraContact UC6 SSR ,000,3,Replacement,C,0,,01,001,11722,225.00 mm,45,17,91,W,,1,4000,7.50,200000,,3,2,28/Feb/2026 11:23:50,432937,432938,432939,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,300000,1,1,,,55,55,70,55,55,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/45 R 17 W UltraContact UC6 SSR
185226,34,R:PPO,28/Feb/2026 11:41:48,,kun huang,,1,1,3,7,,,,7802,7802,7802,0313261000,0,225/50 R 17 W UltraContact UC6 SSR,225/50 R 17,UltraContact UC6 SSR ,000,3,Replacement,C,2,POLYESTER,01,001,13073,225.00 mm,50,17,94,W,,1,5000,7.00,240000,,3,2,28/Feb/2026 11:23:50,432941,432942,432943,118,118,144,87,87,109,9960,9970,9980,80,80,80,0,0,0,0,0,0,61,61,95,-61,-61,-95,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,0,,0,55,55,65,55,55,65,996,997,998,9996,9997,9998,9.8,9.8,9.8,225/50 R 17 W UltraContact UC6 SSR
185227,5,L:RRO,28/Feb/2026 11:41:49,,kun huang,,1,1,1,7,,,,7830,7830,7830,0313262000,0,225/65 R 17 V UltraContact UC6 SUV,225/65 R 17,UltraContact UC6 ,000,3,Replacement,C,0,,01,001,11667,225.00 mm,65,17,102,V,,0,6300,6.50,200000,0,3,2,28/Feb/2026 11:23:50,432957,432958,432959,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.500013,200000,300000,2,1,,0,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,225/65 R 17 V UltraContact UC6 SUV
185228,36,:RPWG,28/Feb/2026 11:41:50,,kun huang,,1,1,1,7,,,,15456,15456,15456,0313265000,0,225/50 R 18 W UltraContact UC6 SSR,225/50 R 18,UltraContact UC6 SSR ,000,3,Replacement,C,2,RAYON,01,001,13720,225.00 mm,50,18,95,W,,1,5000,7.00,240000,,3,2,28/Feb/2026 11:23:50,432961,432962,432963,118,118,144,87,87,109,9960,9970,9980,80,80,80,0,0,0,0,0,0,61,61,95,-61,-61,-95,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,1,,0,55,55,65,55,55,65,996,997,998,9996,9997,9998,9.8,9.8,9.8,225/50 R 18 W UltraContact UC6 SSR
185229,39,:ROWP,28/Feb/2026 11:41:50,,kun huang,,1,1,1,7,,,,15456,15456,15456,0313270000,0,245/45 R 18 W UltraContact UC6 SSR,245/45 R 18,UltraContact UC6 SSR ,000,3,Replacement,C,2,POLYESTER,01,001,14164,245.00 mm,45,18,100,W,,1,5000,8.00,275000,,3,2,28/Feb/2026 11:23:50,432974,432975,432976,112,112,160,78,78,122,9960,9970,9980,80,80,90,0,0,0,0,0,0,64,64,105,-64,-64,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,8.000016,200000,300000,1,1,,0,55,55,65,55,55,65,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,245/45 R 18 W UltraContact UC6 SSR
188759,21,:GPGO,29/Jul/2026 08:25:54,,uih19539,,1,1,5,7,,7,,15456,15456,15456,0313279000,0,275/40 R 21 W SportContact 7,275/40 R 21,SportContact 7 ,000,3,Replacement,C,2,POLYESTER,01,001,16136,275.00 mm,40,21,107,W,,0,6300,9.50,200000,,3,2,29/Jul/2026 08:25:44,450977,450978,450979,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.000018,,9.000018,200000,300000,3,1,,0,80,80,90,80,80,90,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,275/40 R 21 W SportContact 7
188766,19,:GPGO,29/Jul/2026 11:41:25,,uih73129,,1,1,1,7,,,,338956,338956,338956,0313279079,0,275/40 R 21 W SportContact 7,275/40 R 21,SportContact 7 ,079,2,BYD,C,2,POLYESTER,01,001,16136,275.00 mm,40,21,107,W,,0,6300,9.50,200000,0,3,3,29/Jul/2026 11:41:21,450993,450994,450995,137,137,147,98,98,105,0,0,0,98,98,98,0,0,0,0,0,0,40,40,95,-40,-40,-95,-40,-40,-95,-40,-40,-95,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1.2,1.2,1.5,0,0,0,0,0,0,1.2,1.2,1.6,1,1,1.3,0.8,0.8,0.8,0.8,0.8,0.9,9.500019,,9.500019,200000,400000,1,1,,0,55,55,80,55,55,80,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,275/40 R 21 W SportContact 7
185231,46,:GPPW,28/Feb/2026 11:41:51,,kun huang,,1,1,1,7,,,,7796,7796,7796,0313283000,0,275/50 R 22 V PremiumContact C,275/50 R 22,PremiumContact C ,000,3,Replacement,C,2,POLYESTER,01,001,17305,275.00 mm,50,22,115,V,,0,8000,8.50,200000,0,4,4,28/Feb/2026 11:23:50,432982,432983,432984,105,105,125,75,75,95,960,970,980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.000018,,8.500017,200000,300000,1,1,,0,90,90,100,90,90,100,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,275/50 R 22 V PremiumContact C
186948,5,:GPPW,28/Feb/2026 12:10:41,,kun huang,,1,1,1,7,,,,14532,14532,14532,0313283078,0,275/50 R 22 V PremiumContact C,275/50 R 22,PremiumContact C ,078,2,FAW -First Auto Work,C,2,POLYESTER,01,001,17305,275.00 mm,50,22,115,V,,0,8000,8.50,200000,0,4,5,28/Feb/2026 12:08:08,440773,440774,440775,98,98,125,78.4,78.4,95,0,0,0,78.4,80,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,0,0,-95,0,0,-95,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,1.5,0,0,0,0,0,0,1,1,1.6,1,1,1.3,0.8,0.8,1.3,0.8,0.8,0.9,8.500017,,8.500017,200000,300000,1,1,,0,50,50,100,50,50,100,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,275/50 R 22 V PremiumContact C
